user,software,device,network,action,resource,rischio
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,30
admin,custom_python_script,unknown,1.2.3.4,drop,system_logs,83
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,17
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,25
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,18
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,5
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,24
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,9
anonymous,custom_python_script,missing_tpm,93.44.12.1,drop,system_logs,74
mario.rossi,nmap,unknown,1.2.3.4,find,system_logs,78
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,18
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,18
admin,nmap,unknown,1.2.3.4,delete,pazienti,88
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,9
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,pazienti,4
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,12
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,0
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,24
mario.rossi,custom_python_script,unknown,93.44.12.1,find,system_logs,100
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,17
anonymous,custom_python_script,unknown,93.44.12.1,delete,pazienti,84
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,2
hacker,curl_7.68,unknown,93.44.12.1,delete,config_db,84
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,10
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,8
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,24
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,5
admin,curl_7.68,missing_tpm,1.2.3.4,delete,config_db,99
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,29
mario.rossi,curl_7.68,unknown,1.2.3.4,drop,system_logs,96
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,20
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,20
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,29
admin,custom_python_script,unknown,8.8.8.8,drop,pazienti,81
hacker,custom_python_script,unknown,1.2.3.4,delete,pazienti,70
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,24
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,6
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,9
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,2
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,8
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,26
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,16
admin,curl_7.68,missing_tpm,1.2.3.4,drop,system_logs,99
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,29
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,0
admin,curl_7.68,missing_tpm,8.8.8.8,find,config_db,83
anonymous,custom_python_script,missing_tpm,93.44.12.1,drop,config_db,73
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,utenti,30
mario.rossi,custom_python_script,unknown,93.44.12.1,find,system_logs,86
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,18
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,5
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,12
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,30
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,5
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,19
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,26
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,14
hacker,custom_python_script,unknown,8.8.8.8,find,config_db,76
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,utenti,2
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,2
admin,nmap,unknown,8.8.8.8,delete,pazienti,81
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,18
mario.rossi,nmap,missing_tpm,93.44.12.1,find,pazienti,86
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,25
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,7
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,3
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,5
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,12
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,18
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,27
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,29
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,11
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,3
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,4
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,9
anonymous,nmap,unknown,8.8.8.8,find,system_logs,74
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,7
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,12
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,11
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,19
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,9
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,12
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,18
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,7
anonymous,curl_7.68,unknown,93.44.12.1,find,pazienti,98
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,8
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,0
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,9
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,25
hacker,custom_python_script,missing_tpm,93.44.12.1,find,config_db,84
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,14
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,7
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,20
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,14
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,25
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,17
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,4
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,13
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,23
hacker,nmap,missing_tpm,93.44.12.1,delete,system_logs,99
hacker,custom_python_script,unknown,1.2.3.4,delete,system_logs,78
hacker,custom_python_script,unknown,8.8.8.8,drop,config_db,73
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,9
admin,nmap,missing_tpm,1.2.3.4,drop,config_db,84
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,6
hacker,curl_7.68,unknown,8.8.8.8,find,system_logs,99
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,1
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,30
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,20
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,0
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,7
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,12
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,8
admin,curl_7.68,missing_tpm,93.44.12.1,delete,system_logs,94
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,27
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,28
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,16
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,23
anonymous,custom_python_script,unknown,8.8.8.8,delete,pazienti,79
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,24
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,10
anonymous,nmap,missing_tpm,8.8.8.8,delete,config_db,81
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,21
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,25
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,0
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,1
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,5
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,14
anonymous,curl_7.68,missing_tpm,93.44.12.1,find,system_logs,74
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,3
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,0
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,13
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,12
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,1
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,9
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,0
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,11
anonymous,custom_python_script,unknown,1.2.3.4,drop,config_db,98
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,7
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,pazienti,0
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,22
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,23
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,19
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,17
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,6
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,14
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,19
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,16
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,2
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,13
anonymous,custom_python_script,missing_tpm,1.2.3.4,delete,pazienti,100
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,2
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,25
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,7
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,3
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,13
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,11
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,26
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,21
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,22
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,utenti,10
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,0
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,28
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,4
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,23
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,6
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,23
anonymous,nmap,unknown,93.44.12.1,find,pazienti,80
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,3
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,24
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,16
anonymous,custom_python_script,missing_tpm,93.44.12.1,delete,system_logs,73
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,9
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,11
hacker,curl_7.68,missing_tpm,1.2.3.4,drop,pazienti,96
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,pazienti,17
hacker,custom_python_script,missing_tpm,1.2.3.4,drop,pazienti,100
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,22
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,6
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,10
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,2
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,18
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,30
hacker,curl_7.68,unknown,93.44.12.1,drop,system_logs,98
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,utenti,28
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,4
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,5
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,0
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,2
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,9
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,19
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,21
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,22
admin,custom_python_script,unknown,8.8.8.8,delete,system_logs,75
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,10
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,3
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,9
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,14
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,21
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,0
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,10
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,16
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,16
mario.rossi,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,84
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,2
anonymous,custom_python_script,unknown,8.8.8.8,drop,pazienti,71
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,23
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,24
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,26
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,11
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,0
anonymous,custom_python_script,unknown,93.44.12.1,drop,config_db,79
mario.rossi,nmap,missing_tpm,1.2.3.4,find,pazienti,92
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,10
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,7
hacker,curl_7.68,unknown,8.8.8.8,drop,pazienti,98
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,6
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,8
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,12
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,4
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,24
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,19
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,10
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,7
hacker,nmap,missing_tpm,1.2.3.4,delete,config_db,77
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,4
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,19
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,30
hacker,nmap,unknown,93.44.12.1,drop,config_db,89
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,13
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,3
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,1
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,22
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,21
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,19
anonymous,custom_python_script,missing_tpm,93.44.12.1,drop,config_db,91
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,22
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,15
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,5
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,3
admin,curl_7.68,missing_tpm,8.8.8.8,find,config_db,90
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,24
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,17
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,26
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,17
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,27
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,5
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,17
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,20
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,3
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,6
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,14
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,17
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,pazienti,27
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,29
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,utenti,4
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,15
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,21
anonymous,custom_python_script,missing_tpm,8.8.8.8,drop,pazienti,74
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,23
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,12
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,1
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,16
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,16
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,30
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,pazienti,24
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,16
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,pazienti,27
hacker,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,78
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,4
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,15
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,17
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,4
hacker,curl_7.68,unknown,8.8.8.8,find,config_db,75
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,8
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,5
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,14
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,21
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,5
anonymous,curl_7.68,unknown,93.44.12.1,drop,config_db,96
anonymous,nmap,missing_tpm,8.8.8.8,find,system_logs,100
mario.rossi,custom_python_script,unknown,1.2.3.4,find,system_logs,77
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,11
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,4
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,19
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,19
anonymous,custom_python_script,missing_tpm,93.44.12.1,drop,config_db,92
