user,software,device,network,action,resource,failed_logins,hour_of_day,is_night,session_freq,sensitivity_level,days_inactive,rischio
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,pazienti,0,12,0,5,2,1,10
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0,15,0,4,1,5,0
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,14,0,7,1,1,2
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,12,0,4,3,0,19
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,0,19,0,1,2,0,6
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,0,11,0,3,2,0,8
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0,12,0,5,1,5,1
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0,11,0,10,2,1,7
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,1,9,0,2,3,0,24
anonymous,nmap,unknown,93.44.12.1,delete,config_db,3,5,1,50,3,30,97
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,10,0,6,3,3,17
anonymous,nmap,unknown,93.44.12.1,drop,system_logs,3,22,1,50,2,30,100
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,find,pazienti,5,3,1,30,2,30,100
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,0,16,0,5,2,1,8
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0,8,0,10,3,7,18
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,2,17,0,4,3,1,39
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,15,0,9,3,0,19
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,0,15,0,2,3,3,22
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,13,0,8,3,3,20
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,1,10,0,10,1,0,8
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,2,14,0,7,3,3,29
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1,11,0,10,3,0,28
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,11,0,1,3,1,17
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,9,0,8,2,0,9
admin,custom_python_script,unknown,1.2.3.4,delete,pazienti,7,4,1,50,2,30,96
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,0,8,0,8,1,0,3
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,0,13,0,3,3,1,21
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,0,9,0,2,1,0,0
mario.rossi,curl_7.68,missing_tpm,93.44.12.1,drop,pazienti,3,2,1,30,2,60,100
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,pazienti,0,8,0,10,2,1,10
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,18,0,6,2,3,9
mario.rossi,custom_python_script,unknown,93.44.12.1,delete,system_logs,5,3,1,30,2,60,95
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1,7,0,2,3,0,31
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,0,15,0,3,1,3,0
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,0,16,0,5,2,0,10
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,0,15,0,10,1,0,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,pazienti,0,13,0,6,2,1,9
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,0,9,0,8,3,0,23
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,0,9,0,8,3,0,16
hacker,custom_python_script,missing_tpm,93.44.12.1,drop,system_logs,3,3,1,30,2,30,100
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,13,0,4,1,3,0
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,0,13,0,9,1,0,0
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,0,8,0,1,2,2,10
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0,12,0,9,3,0,18
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,0,13,0,8,1,1,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,0,16,0,5,2,0,12
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0,19,0,4,3,0,21
anonymous,custom_python_script,missing_tpm,8.8.8.8,find,config_db,7,0,1,15,3,90,100
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,utenti,0,14,0,8,1,7,2
hacker,curl_7.68,missing_tpm,1.2.3.4,drop,pazienti,7,3,1,20,2,30,100
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,utenti,0,9,0,1,1,5,2
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,0,8,0,6,3,1,20
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,0,15,0,5,3,5,21
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,0,9,0,4,2,3,10
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,0,10,0,8,2,1,10
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,0,9,0,3,1,0,2
mario.rossi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,utenti,0,11,0,9,1,5,0
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,0,9,0,2,2,1,12
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0,13,0,7,1,7,0
mario.rossi,custom_python_script,unknown,93.44.12.1,drop,config_db,7,3,1,30,3,30,97
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,0,9,0,8,3,0,19
mario.rossi,curl_7.68,missing_tpm,1.2.3.4,delete,pazienti,10,4,1,30,2,30,100
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,12,0,8,2,0,12
hacker,nmap,missing_tpm,1.2.3.4,drop,pazienti,10,2,1,50,2,365,99
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,0,13,0,9,1,7,0
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,0,15,0,9,1,1,0
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,utenti,0,13,0,1,1,0,1
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,0,15,0,2,1,0,0
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,pazienti,0,15,0,1,2,0,15
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,1,13,0,2,3,0,30
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,8,0,10,3,5,20
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,pazienti,1,12,0,6,2,2,15
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,1,14,0,5,3,0,30
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,0,10,0,10,1,1,0
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0,10,0,3,3,1,22
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,utenti,1,13,0,9,1,0,5
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,pazienti,0,9,0,10,2,0,9
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,17,0,9,2,0,8
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,0,8,0,6,3,3,15
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,0,10,0,10,3,0,19
anonymous,custom_python_script,missing_tpm,8.8.8.8,find,pazienti,10,1,1,20,2,30,100
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,0,14,0,2,1,3,0
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0,9,0,6,1,1,0
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0,16,0,10,1,0,0
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,utenti,0,11,0,1,1,1,0
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,0,19,0,7,3,1,21
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,8,0,4,3,1,21
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,insert,utenti,0,9,0,2,1,2,4
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,0,12,0,4,2,0,13
hacker,curl_7.68,unknown,8.8.8.8,find,config_db,10,4,1,20,3,30,100
mario.rossi,curl_7.68,unknown,8.8.8.8,delete,config_db,7,1,1,50,3,90,98
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,0,9,0,2,2,1,14
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,0,9,0,7,1,0,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,0,19,0,3,1,0,4
anonymous,nmap,missing_tpm,8.8.8.8,drop,config_db,3,1,1,20,3,60,100
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,2,11,0,6,2,0,30
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,insert,pazienti,1,13,0,2,2,0,19
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,11,0,9,1,0,0
anonymous,custom_python_script,missing_tpm,1.2.3.4,drop,pazienti,7,1,1,50,2,30,100
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,0,14,0,8,3,0,19
anonymous,custom_python_script,missing_tpm,1.2.3.4,delete,pazienti,3,1,1,50,2,180,97
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,2,9,0,6,3,2,37
anonymous,custom_python_script,unknown,93.44.12.1,find,config_db,5,4,1,20,3,60,98
hacker,custom_python_script,missing_tpm,1.2.3.4,find,pazienti,3,3,1,20,2,180,97
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,0,10,0,10,2,0,11
hacker,curl_7.68,unknown,93.44.12.1,delete,config_db,7,4,1,15,3,30,100
mario.rossi,custom_python_script,unknown,1.2.3.4,drop,pazienti,7,23,1,50,2,365,100
anonymous,nmap,missing_tpm,8.8.8.8,delete,pazienti,7,2,1,30,2,90,100
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,0,15,0,8,3,1,20
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,0,19,0,6,3,5,23
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,0,12,0,8,1,0,0
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,utenti,0,10,0,1,1,1,0
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,8,0,7,3,0,19
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,utenti,0,10,0,6,1,0,0
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,update,pazienti,0,19,0,4,2,0,13
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,insert,utenti,0,11,0,6,1,0,0
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,utenti,0,10,0,1,1,0,0
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,0,17,0,2,1,1,0
admin,curl_7.68,unknown,93.44.12.1,drop,system_logs,7,5,1,20,2,30,100
mario.rossi,chrome_115,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,9,0,3,3,0,18
anonymous,curl_7.68,missing_tpm,1.2.3.4,find,pazienti,7,2,1,20,2,365,96
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,2,15,0,8,2,0,29
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,update,utenti,0,13,0,2,1,0,0
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,cartelle_cliniche,2,12,0,6,3,3,31
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,cartelle_cliniche,0,15,0,1,3,0,15
alice.medico,e7afb57c_cert,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,0,10,0,1,3,0,20
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,utenti,2,14,0,2,1,0,17
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,0,14,0,5,2,3,10
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,0,12,0,4,3,1,20
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,14,0,3,3,0,17
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,15,0,1,1,2,4
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,utenti,1,15,0,5,1,0,9
admin,nmap,missing_tpm,1.2.3.4,drop,config_db,5,0,1,30,3,30,100
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,pazienti,0,9,0,4,2,0,9
anonymous,custom_python_script,unknown,93.44.12.1,find,system_logs,3,1,1,15,2,90,100
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0,12,0,1,2,1,7
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,0,9,0,9,3,2,17
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,1,14,0,3,1,2,10
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0,17,0,3,2,1,10
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,1,10,0,1,3,0,27
mario.rossi,nmap,unknown,93.44.12.1,delete,pazienti,3,2,1,30,2,60,100
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,find,pazienti,1,10,0,4,2,7,19
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,9,0,2,1,0,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,cartelle_cliniche,1,11,0,7,3,1,28
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,0,9,0,9,1,0,0
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,cartelle_cliniche,0,10,0,3,3,0,17
mario.rossi,nmap,unknown,93.44.12.1,delete,system_logs,7,22,1,20,2,60,100
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,2,12,0,1,1,7,9
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,0,17,0,6,1,3,0
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,find,cartelle_cliniche,0,15,0,3,3,0,18
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,2,12,0,6,3,0,36
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,0,11,0,3,3,0,23
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,10,0,4,2,0,8
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,pazienti,1,9,0,5,2,1,23
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,find,pazienti,0,13,0,10,2,5,9
hacker,curl_7.68,unknown,8.8.8.8,drop,config_db,5,4,1,50,3,90,100
admin,nmap,unknown,93.44.12.1,delete,pazienti,7,3,1,30,2,365,100
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,1,15,0,10,2,1,18
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,0,18,0,9,1,7,0
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,0,12,0,2,2,1,10
mario.rossi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,1,10,0,7,1,0,9
admin,nmap,missing_tpm,1.2.3.4,drop,pazienti,3,1,1,15,2,30,96
anonymous,custom_python_script,missing_tpm,93.44.12.1,find,system_logs,5,3,1,15,2,90,100
anonymous,nmap,unknown,8.8.8.8,find,pazienti,7,4,1,50,2,60,100
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,8,0,10,3,0,19
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,0,13,0,2,3,0,19
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,pazienti,0,8,0,3,2,7,8
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,0,12,0,6,3,1,17
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,insert,utenti,0,14,0,4,1,0,0
admin,custom_python_script,missing_tpm,1.2.3.4,delete,system_logs,3,2,1,15,2,30,99
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,0,10,0,9,2,2,8
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,utenti,0,18,0,3,1,1,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,pazienti,0,11,0,10,2,1,10
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,update,pazienti,0,9,0,10,2,1,12
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,update,utenti,0,15,0,1,1,7,0
anonymous,curl_7.68,unknown,1.2.3.4,delete,pazienti,10,4,1,15,2,30,100
mario.rossi,mozilla_firefox_112,tpm_enclave_88,192.168.1.50,authenticate,cartelle_cliniche,0,14,0,5,3,0,19
alice.medico,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,0,14,0,5,2,3,14
alice.medico,chrome_115,tpm_enclave_88,192.168.1.50,update,cartelle_cliniche,0,8,0,8,3,0,22
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,utenti,0,18,0,4,1,1,1
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,utenti,0,10,0,5,1,0,0
alice.medico,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,authenticate,utenti,0,10,0,2,1,1,1
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0,11,0,3,1,0,0
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,1,7,0,10,2,0,18
luigi.verdi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,find,cartelle_cliniche,0,10,0,6,3,7,17
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,0,8,0,1,1,0,0
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,1,16,0,9,3,7,28
anonymous,nmap,unknown,1.2.3.4,find,system_logs,3,0,1,50,2,60,98
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,cartelle_cliniche,2,17,0,1,3,2,33
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,pazienti,0,13,0,8,2,7,10
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0,13,0,9,1,0,0
admin,curl_7.68,unknown,8.8.8.8,drop,system_logs,5,3,1,50,2,30,100
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,2,10,0,4,2,1,26
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,0,10,0,1,3,1,20
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,insert,cartelle_cliniche,0,12,0,5,3,3,20
anonymous,custom_python_script,unknown,8.8.8.8,find,pazienti,7,22,1,30,2,30,100
admin,nmap,missing_tpm,1.2.3.4,delete,pazienti,5,5,1,15,2,30,99
admin,curl_7.68,missing_tpm,93.44.12.1,find,pazienti,5,0,1,20,2,90,97
hacker,curl_7.68,missing_tpm,1.2.3.4,drop,system_logs,7,5,1,50,2,60,100
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,pazienti,1,11,0,10,2,0,18
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,authenticate,utenti,0,14,0,4,1,7,1
anonymous,nmap,unknown,93.44.12.1,find,config_db,3,0,1,15,3,365,100
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0,11,0,10,2,1,3
anonymous,curl_7.68,missing_tpm,1.2.3.4,drop,system_logs,3,23,1,20,2,30,100
anonymous,custom_python_script,missing_tpm,1.2.3.4,find,config_db,7,1,1,50,3,90,93
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,pazienti,0,9,0,3,2,0,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,find,utenti,0,9,0,3,1,0,3
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,1,11,0,8,1,0,6
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,0,16,0,9,1,0,0
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,15,0,8,2,0,10
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,insert,cartelle_cliniche,0,15,0,10,3,0,20
alice.medico,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,10.0.0.15,update,cartelle_cliniche,0,19,0,4,3,3,24
anonymous,nmap,missing_tpm,1.2.3.4,delete,system_logs,7,4,1,20,2,60,97
hacker,nmap,missing_tpm,8.8.8.8,find,pazienti,7,4,1,30,2,30,100
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,insert,cartelle_cliniche,1,19,0,2,3,3,32
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,pazienti,0,12,0,7,2,5,2
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,0,7,0,9,3,0,21
alice.medico,chrome_115,1.3.6.1.4.1.311.21.9,10.0.0.15,authenticate,pazienti,1,11,0,2,2,0,18
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,utenti,0,15,0,6,1,2,0
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,find,pazienti,0,12,0,9,2,1,11
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,0,19,0,9,2,0,14
mario.rossi,nmap,unknown,93.44.12.1,delete,config_db,3,22,1,20,3,30,98
luigi.verdi,mozilla_firefox_112,tpm_enclave_88,10.0.0.15,find,utenti,0,15,0,9,1,0,0
luigi.verdi,chrome_115,tpm_enclave_88,192.168.1.50,find,pazienti,0,13,0,8,2,1,4
mario.rossi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,10.0.0.15,update,utenti,0,14,0,2,1,1,0
admin,curl_7.68,unknown,1.2.3.4,delete,config_db,7,2,1,30,3,60,100
luigi.verdi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,0,15,0,7,3,3,23
mario.rossi,chrome_115,tpm_enclave_88,10.0.0.15,insert,pazienti,1,12,0,5,2,0,17
hacker,nmap,missing_tpm,1.2.3.4,find,config_db,3,2,1,15,3,30,100
mario.rossi,chrome_115,1.3.6.1.4.1.311.21.9,192.168.1.50,find,cartelle_cliniche,0,15,0,3,3,7,20
admin,custom_python_script,missing_tpm,8.8.8.8,delete,config_db,10,3,1,15,3,90,100
luigi.verdi,chrome_115,tpm_enclave_88,10.0.0.15,update,cartelle_cliniche,0,11,0,8,3,1,20
mario.rossi,e7afb57c_cert,tpm_enclave_88,10.0.0.15,insert,pazienti,0,19,0,6,2,0,10
luigi.verdi,e7afb57c_cert,tpm_enclave_88,192.168.1.50,update,pazienti,1,8,0,9,2,3,18
luigi.verdi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,update,cartelle_cliniche,0,15,0,5,3,0,21
alice.medico,e7afb57c_cert,tpm_enclave_88,192.168.1.50,authenticate,pazienti,0,15,0,5,2,2,15
alice.medico,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,find,utenti,0,16,0,2,1,0,0
hacker,nmap,missing_tpm,8.8.8.8,find,config_db,5,0,1,50,3,365,100
luigi.verdi,e7afb57c_cert,1.3.6.1.4.1.311.21.9,192.168.1.50,update,pazienti,0,13,0,4,2,2,5
mario.rossi,mozilla_firefox_112,1.3.6.1.4.1.311.21.9,192.168.1.50,authenticate,utenti,1,17,0,5,1,2,6
